title,info,file,expires,tags,usage,country,product_category
Avocet Herbicide,Avocet Herbicide,GB-IE_Avocet_pkg txt_en_pms.eps,Never,"U.K, Avocet, Herbicide, Pyroxsulam, Cloquintocet, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
LVE 600 MCPA Herbicide,.,AU_LVE_600_MCPA_pkg_bdg_en_pms.eps,Never,"Australia, English, HERBICIDE, LVE, LVE 600, 600, MCPA, 600 MCPA, LVE 600 MCPA","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Australia,Herbicide
Ubeniq Herbicide,.,AU_Ubeniq_Rinskor_active_pkg_bdg_en_pms.eps,Never,"Australia, English, HERBICIDE, Ubeniq, arylex, arylex active, rice","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Australia,Herbicide
Transform WG Insecticide,.,AU_Transform_WG_Isoclast_active_pkg_bdg_en_pms.eps,Never,"Australia, English, INSECTICIDE, Transform, WG, Transform WG, isoclast active, isoclast, cotton","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Australia,Insecticide
Tordon Granules Weed & Brush Herbicide,.,AU_Tordon_Granules_weed_and_brush_pkg_bdg_en_pms.eps,Never,"Australia, English, HERBICIDE, Tordon, Granules, Tordon Granules, weed, brush, Woody weeds","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Australia,Herbicide
Systhane 400 WP Fungicide,.,AU_Systhane_400_WP_pkg_bdg_en_pms.eps,Never,"Australia, English, FUNGICIDE, Systhane, WP, Systhane WP","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",Australia,Fungicide
Conserve Grain Protector,.,AU_Conserve_pkg_bdg_en_pms.eps,Never,"Australia, English, GRAIN PROTECTOR, Conserve, , insecticide","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Australia,Insecticide
Canvas 750 Selective Herbicide,.,AU_Canvas_750_Selective_pkg_bdg_en_pms.eps,Never,"Australia, English, HERBICIDE, Canvas, Canvas 750","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Australia,Herbicide
FirstRate WSP Herbicide,FirstRate WSP Herbicide,CA_FirstRate_WSP_pkg_bdg_en_pms.eps,Never,"Canada, FirstRate WSP, Herbicide, English, Herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Prospect Herbicide,Prospect avec l'actif Arylex Herbicide,CA_Prospect_with_Arylex_active_avec_lactif_Arylex_pkg_bdg_en-fr_pms.eps,Never,"Canada, Prospect, Herbicide, Arylex, Prospect avec l'actif Arylex, Bilingual, Herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Escadril 1 Fungicide,.,FR_Escadril_pkg_bdg_fr_pms.eps,Never,"France, Escadril, Fongicide, Cymoxanil, Folpet, French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",France,Fungicide
Trimanoc 1 DG Fungicide,.,LT_Trimanoc_1_DG_pkg_bdg_lt_pms.eps,Never,"Lithuania, Trimanoc DG, Fungicidas, Mancozeb, Lithanian, Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",Lithuania,Fungicide
Lorsban 50 EC Insecticide,.,NZ_Lorsban_50EC_pkg_bdg_en_pms.eps,Never,"New Zealand, English, INSECTICIDE, Lorsban, 50, Lorsban 50, EC","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",New Zealand,Insecticide
Grazon Herbicide,.,NZ_Grazon_pkg_bdg_en_pms.eps,Never,"New Zealand, English, HERBICIDE, Grazon","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",New Zealand,Herbicide
Fenamite Insecticide,.,NZ_Fenamite_pkg_bdg_en_pms.eps,Never,"New Zealand, English, MITICIDE, Fenamite, insecticide","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",New Zealand,Insecticide
Entrust SC Naturalyte Insecticide,.,NZ_Entrust_SC_Naturalyte_pkg_bdg_en_pms.eps,Never,"New Zealand, English, INSECTICIDE, Entrust, naturalyte, entrust naturalyte","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",New Zealand,Insecticide
Vydate L Insecticide/Nematicide,.,AU_Vydate_L_pkg_txt_en_pms.eps,Never,"Australia, English, NEMATICIDE, Vydate, vydate L, insecticide","Black, PMS 4625 C Brown, PMS 285 C Blue",Australia,Nematicide
Lumivia Insecticide,.,FR_Lumivia_pkg_bdg_fr_pms.eps,Never,"France, Lumivia, Insecticde, Chlorantraniliprole, Insecticide, French","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",France,Insecticide
Overdyn Fungicide,.,FR_Overdyn_1_pkg_bdg_fr_pms.eps,Never,"France, Overdyn, Fongicide, Metconazole , Boscalid, Fungicide, French","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",France,Fungicide
Ballad Soft Control Fungicide,.,FR_Ballad_Soft_Control_pkg_bdg_fr_pms.eps,Never,"France, Fongicde , Ballad, Bacillus Pumilus QST 2802, French, Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",France,Fungicide
Ballad Fungicide,.,FR_Ballad_pkg_bdg_fr_pms.eps,Never,"France, Ballad, Fongicide , Bacillus Pumilus QST 2802, French, Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",France,Fungicide
Tarot Herbicide,.,FR_Tarot_pkg_bdg_fr_pms.eps,Never,"France, Tarot, Herbicide, Rimsulfuron, French, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Cursus Herbicide,.,FR_Cursus_pkg_bdg_fr_pms.eps,Never,"France, Cursus, Herbicide, Rimsulfuron, French, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Bridge Herbicide,.,FR_Bridge_pkg_bdg_fr_pms.eps,Never,"France, Bridge, Herbicide, Rimsulfuron, French, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Mozzar Herbicide,.,FR_Mozzar_Arylex_active_pkg_bdg_fr_pms.eps,Never,"France, Mozzar, Herbicide,Arylex active, Halauxifen, Piclorame, French, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Syneis Appat Insecticide,.,FR_Syneis_Appat_pkg_txt_fr_pms.eps,Never,"France, Syneïs, Insecticide, Spinosad, French, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",France,Insecticide
Systhane Ecozome Fungicide,Systhane Ecozome Fungicide,PT_Systhane_Ecozome_pkg_bdg_pt_pms.eps,Never,"PORTUGUESE, Systhane® Ecozome, FUNGICIDA, PORTUGUESE, Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",United States,Fungicide
Guardian MAX Herbicide,Gardien MAX Herbicide,CA_Gardien_MAX_pkg_bdg_fr_pms.eps,Never,"Canada, Guardian MAX, Herbicide, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Tridem A Herbicide,Tridem A Herbicide,CA_Tridem_A_pkg_bdg_en_pms.eps,Never,"Canada, Tridem A, Herbicide, English, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Tridem Herbicide,Tridem Herbicide,CA_Tridem_pkg_bdg_en_pms.eps,Never,"Canada, Tridem, Herbicide, English, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Relzar Specialty Herbicide,Relzar Specialty Herbicide,US_Relzar_Arylex_active_pkg_bdg_en_pms.eps,Never,"U.S., Relzar Specialty Herbicide, Arylex active, English","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",United States,Herbicide
Manzate Fungicide,Manzate Fungicide,DE_Manzate_pkg txt_de_pms.eps,Never,"Deutschland, Manzate , Fungizid, Mancozeb, German, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Germany,Fungicide
VP480 Herbicide,VP480 Herbicide,CA_VP480_pkg txt_en_pms.eps,Never,"Canada, VP480™, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Ultim Herbicide,Ultim Herbicide,CA_Ultim_pkg txt_en_pms.eps,Never,"Canada, Ultim, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
TwinGuard Insecticide,TwinGuard avec lactif Isoclast Insecticide,CA_TwinGuard_with Isoclast Active avec l actif Isoclast_pkg txt_en-fr_pms.eps,Never,"Canada, TwinGuard™, insecticide, bilingual, insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Canada,Insecticide
Tordon 22K Herbicide,Tordon 22K Herbicide,CA_Tordon_22k_pkg txt_en_pms.eps,Never,"Canada, Tordon™ 22K, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Titus PRO,Titus PRO Herbicide,CA_Titus_pkg txt_en_pms.eps,Never,"Canada, Titus PRO, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Tandem Herbicide,Tandem Herbicide,CA_Tandem_pkg txt_en_pms.eps,Never,"Canada, Tandem™, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Tandem B Herbicide,Tandem B Herbicide,CA_Tandem_B_pkg txt_en_pms.eps,Never,"Canada, Tandem™ B, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Tandem A Herbicide,Tandem A Herbicide,CA_Tandem_A_pkg txt_en_pms.eps,Never,"Canada, Tandem™ A, herbicide, english, herbicide","Black, PMS 513 C Purple, PMS 285 C Blue",Canada,Herbicide
Sure-Mix Adjuvant,Sure-Mix Adjuvant,CA_Sure-Mix_pkg txt_en_pms.eps,Never,"Canada, Sure-Mix, adjuvant, english, adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Canada,
Stellar XL Herbicide,Stellar XL Herbicide,CA_Stellar_XL_pkg txt_en_pms.eps,Never,"Canada, Stellar™ XL, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Sortan IS Herbicide,Sortan IS Herbicide,CA_Sortan_IS_pkg txt_en_pms.eps,Never,"Canada, Sortan™ IS, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Simplicity Herbicide,Simplicity Herbicide,CA_Simplicity_pkg txt_en_pms.eps,Never,"Canada, Simplicity™, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Simplicity GoDRI Herbicide,Simplicity GoDRI Herbicide,CA_Simplicity GoDRI_GoDRI_pkg txt_en_pms.eps,Never,"Canada, Simplicity™ GoDRI™, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Sightline Herbicide,Sightline Herbicide,CA_Sightline_pkg txt_en_pms.eps,Never,"Canada, Sightline™, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Sightline B Herbicide,Sightlight B Herbicide,CA_Sightline_B_pkg txt_en_pms.eps,Never,"Canada, Sightline™ B, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Sightline A Herbicide,Sightline A Herbicide,CA_Sightline_A_pkg txt_en_pms.eps,Never,"Canada, Sightline™ A, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Rezuvant B Herbicide,Rezuvant B Herbicide,CA_Rezuvant_B_pkg txt_en_pms.eps,Never,"Canada, Rezuvant B, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Rezuvant A Herbicide,Rezuvant A avec lactif Arylex Herbicide,CA_Rezuvant_A_with Arylex active avec l actif Arylex_pkg txt_en-fr_pms.eps,Never,"Canada, Rezuvant A, herbicide, bilingual, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Rexade B Herbicide,Rexade B Herbicide,CA_Rexade_B_pkg txt_en_pms.eps,Never,"Canada, Rexade™ B, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Rexade A Herbicide,Rexade A Herbicide,CA_Rexade_A_with Arylex active avec l actif Arylex_pkg txt_en_pms.eps,Never,"Canada, Rexade™ A, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Restore II Herbicide,Restore II Herbicide,CA_Restore_II_pkg txt_en_pms.eps,Never,"Canada, Restore™ II, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Reclaim II Herbicide,Reclaim II Herbicide,CA_Reclaim_II_pkg txt_en_pms.eps,Never,"Canada, Reclaim™ II, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Reclaim II B Herbicide,Reclaim II B Herbicide,CA_Reclaim_II B_pkg txt_en_pms.eps,Never,"Canada, Reclaim™II B, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Reclaim II A Herbicide,Reclaim II A Herbicide,CA_Reclaim_II A_pkg txt_en_pms.eps,Never,"Canada, Reclaim™ II A, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Prism SG Herbicide,Prism SG Herbicide,CA_Prism_SG_pkg txt_en_pms.eps,Never,"Canada, Prism SG, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Prestige XL Herbicide,Prestige XL Herbicide,CA_Prestige_XL_pkg txt_en_pms.eps,Never,"Canada, Prestige XL, herbicide, English, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
PrePass XC Herbicide,PrePass XC Herbicide,CA_PrePass_XC_pkg txt_en_pms.eps,Never,"Canada, PrePass XC, herbicide, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
PrePass XC B Herbicide,PrePass XC B Herbicide,CA_PrePass_XC B_pkg txt_en_pms.eps,Never,"Canada, PrePass XC B, herbicide, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
PrePass XC A Herbicide,PrePass XC A Herbicide,CA_PrePass_XC A_pkg txt_en_pms.eps,Never,"Canada, PrePass XC A, herbicide, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
PrePass FLEX Herbicide,PrePass FLEX Herbicide,CA_PrePass_Flex_pkg txt_en_pms.eps,Never,"Canada, PrePass Flex, herbicide, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Polaris Max Herbicide,Polaris Max Herbicide,CA_Polaris_MAX_pkg txt_en_pms.eps,Never,"Canada, Polaris Max, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Plus M Ester 600 Herbicide,Plus M Ester 600 Herbicide,CA_Plus M Ester 600_pkg txt_en_pms.eps,Never,"Canada, plus M Ester 600, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Pixxaro A Herbicide,Pixxaro A Herbicide,CA_Pixxaro_A_with Arylex active avec l actif Arylex_pkg txt_en_pms.eps,Never,"Canada, Pixxaro A, herbicide, bilingual, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
OcTTain XL Herbicide,Octtain XL Herbicide,CA_OcTTain_XL_pkg txt_en_pms.eps,Never,"Canada, OcTTain XL, herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Nova Fungicide,Nova Fungicide / Fongicide,CA_Nova_pkg txt_en-fr_pms.eps,Never,"Canada, Nova™, fungicide, bilingual, fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Canada,Fungicide
N-Serve Nitrogen Stabilizer,N-Serve avec la technologie Optinyte Stabilisateur DAzote,CA_N-Serve_with Optinyte technology avec la technologie Optinyte_pkg txt_en-fr_pms.eps,Never,"Canada, eNtrench, Nitrogen Stabilizer, Optinyte technology, bilingual, Nitrogen Stabilizer, N-Serve, avec la technologie Optinyte","Black, PMS 7466 C Blue, PMS 285 C Blue",Canada,Nitrogen Stabilizer
Lumiderm Insecticide Seed Treatment,Lumiderm Traitement Insecticide de semences,CA_Lumiderm_pkg txt_en-fr_pms.eps,Never,"Canada, Lumiderm, insecticide seed treatment, Bilingual, insecticide seed treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Canada,Seed Treatment
Lorsban NT Insecticide,Lorsban NT Insecticide,CA_Lorsban_NT_pkg txt_en_pms.eps,Never,"Canada, Lorsban™ NT, insecticide, english, insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Canada,Insecticide
Lorsban 15G Insecticide,Lorsban 15G Insecticide,CA_Lorsban_15G_pkg txt_en_pms.eps,Never,"Canada, Lorsban™ 15G, insecticide, english, insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",Canada,Insecticide
Lontrel XC Herbicide,Lontrel XC Herbicide,CA_Lontrel_XC_pkg txt_en_pms.eps,Never,"Canada, Lontrel™ XC, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Liquid Achieve SC Herbicide,Liquid Achieve SC Herbicide,CA_Liquid Achieve_SC_pkg txt_en_pms.eps,Never,"Canada, Liquid Achieve SC, herbicide, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Korrex II Herbicide,Korrex II Herbicide,CA_Korrex_II_pkg txt_en_pms.eps,Never,"Canada, Korrex II, herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Korrex A Herbicide,Korrex A Herbicide,CA_Korrex_A_pkg txt_en_pms.eps,Never,"Canada, Korrex A, herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Korrex B Herbicide,Korrex B Herbicide,CA_Korrex_B_pkg txt_en_pms.eps,Never,"Canada, Korrex B, herbicide, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Kerb SC Herbicide,Kerb SC Herbicide,CA_Kerb_SC_pkg txt_en_pms.eps,Never,"Canada, Kerb™ SC, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Intake Adjuvant,Intake Adjuvant,CA_Intake_pkg txt_en_pms.eps,Never,"Canada, Intake, adjuvant, English, adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Canada,
Indar Fungicide,Indar Fungicide / Fongicide,CA_Indar_pkg txt_en-fr_pms.eps,Never,"Canada, Indar™, fungicide, english, fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",Canada,Fungicide
Imazethapyr 240 SL Herbicide,Imazethypyr Herbicide,CA_Imazethapyr_240 SL_pkg txt_en_pms.eps,Never,"Canada, imazethypyr, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Halt Anti-Foaming Agent,Halt Agent Antimousse,CA_Halt_pkg txt_en-fr_pms.eps,Never,"Canada, Halt, anti-foaming agent, english, herbicide","Black, PMS 214 C Pink, PMS 285 C Blue",Canada,Herbicide
Grazon XC Herbicide,Grazon XC Herbicide,CA_Grazon_XC_pkg txt_en_pms.eps,Never,"Canada, Grazon™ XC, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
GF-2257 Herbicide,GF-2257 Herbicide,CA_GF-2257_pkg txt_en_pms.eps,Never,"Canada, GF-2257, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Gateway Adjuvant,Gateway Adjuvant,CA_Gateway_pkg txt_en_pms.eps,Never,"Canada, Gateway™, adjuvant, english, adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Canada,
Garlon XRT Herbicide,Garlon XRT Herbicide,CA_Garlon_XRT_pkg txt_en_pms.eps,Never,"Canada, Garlon™ XRT, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Garlon RTU Herbicide,Garlon RTU Herbicide,CA_Garlon_RTU_pkg txt_en_pms.eps,Never,"Canada, Garlon™ RTU, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Freestyle Herbicide,Freestyle Herbicide,CA_Freestyle_pkg txt_en_pms.eps,Never,"Canada, Freestyle, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
FeXapan plus VaporGrip Technology Herbicide,FeXapan plus VaporGrip Technology Herbicide,CA_FeXapan_plus-avec VaporGrip Technology_pkg txt_en_pms.eps,Never,"Canada, FeXapan™ plus VaporGrip™ Technology, herbicide, bilingual, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
eNtrench Nitrogen Stabilizer,eNtrench avec la technologie Optinyte Stabilisateur DAzote,CA_eNtrench_with Optinyte technology_avec la technologie Optinyte_pkg txt_en-fr_pms.eps,Never,"Canada, eNtrench™, nitrogen stabilizer, bilingual, nitrogen stabilizer","Black, PMS 322 C Blue, PMS 285 C Blue",Canada,Nitrogen Stabilizer
Engarde Herbicide,Engarde Herbicide,CA_Engarde_pkg txt_en_pms.eps,Never,"Canada, Engarde, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Elevore Herbicide,Elevore Herbicide,CA_Elevore_with Arylex active_avec lactif Arylex_pkg txt_en_pms.eps,Never,"Canada, Elevore, herbicide, Bilingual, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Eclipse XC Herbicide,Eclipse XC Herbicide,CA_Eclipse_XC_pkg txt_en_pms.eps,Never,"Canada, Eclipse XC, Herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Eclipse XC B Herbicide,Eclipse XC B Herbicide,CA_Eclipse_XC B_pkg txt_en_pms.eps,Never,"Canada, Eclipse XC B, Herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Eclipse XC A Herbicide,Eclipse XC A Herbicide,CA_Eclipse_XC A_pkg txt_en_pms.eps,Never,"Canada, Eclipse XC A, Herbicide, English, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Dimension 2EW Herbicide,Dimension 2EW Herbicide,CA_Dimension_2EW_pkg txt_en_pms.eps,Never,"Canada, Dimension 2EW, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Dithane Rainshield Fungicide,Dithane Rainshield Fungicide/Fongicide,CA_Dithane_Rainshield_pkg txt_en-fr_pms.eps,Never,"Canada, Dithane™ Rainshield™, fungicide, bilingual, fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Canada,Fungicide
Diligent Herbicide,Diligent Herbicide,CA_Diligent_pkg txt_en_pms.eps,Never,"Canada, Diligent, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Destra IS Herbicide,Destra IS Herbicide,CA_Destra_IS_pkg txt_en_pms.eps,Never,"Canada, Destra™ IS, herbicide, english, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
ClearView Herbicide,ClearView Herbicide,CA_ClearView_pkg txt_en_pms.eps,Never,"Canada, Clearview™, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
ClearView Brush Herbicide,ClearView Brush Herbicide,CA_ClearView_Brush_pkg txt_en_pms.eps,Never,"Canada, Clearview™ Brush, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Classic 25 DF Herbicide,Classic 25 DF Herbicide,CA_Classic_25 DF_pkg txt_en_pms.eps,Never,"Canada, Classic 25 DF, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Cirpreme XC Herbicide,Cirpreme XC avec l'actif Arylex Herbicide,CA_Cirpreme_XC_with Arylex active avec l actif Arylex_pkg txt_en-fr_pms.eps,Never,"Canada, Cirpreme XC, Herbicide, Arylex active, Bilingual, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Canopy PRO Herbicide,Canopy PRO Herbicide,CA_Canopy_PRO_pkg txt_en_pms.eps,Never,"Canada, Canopy PRO, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Broadstrike RC Herbicide,Broadstrike RC Herbicide,CA_Broadstrike_RC_pkg txt_en_pms.eps,Never,"Canada, Broadstrike™ RC, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
Avenza Herbicide,Avenza Herbicide,CA_Avenza_pkg txt_en_pms.eps,Never,"Canada, Avenza, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Avenza B Herbicide,Avenza B Herbicide,CA_Avenza_B_pkg txt_en_pms.eps,Never,"Canada, Avenza B, herbicide, english, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",Canada,Herbicide
Attain XC Herbicide,Attain XC Herbicide,CA_Attain_XC_pkg txt_en_pms.eps,Never,"Canada, Attain XC, HERBICIDE, english, HERBICIDE","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Attain XC B Herbicide,Attain XC B Herbicide,CA_Attain_XC B_pkg txt_en_pms.eps,Never,"Canada, Attain XC B, HERBICIDE, english, HERBICIDE","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Attain XC A Herbicide,Attain XC A Herbicide,CA_Attain_XC A_pkg txt_en_pms.eps,Never,"Canada, Attain XC A, HERBICIDE, english, HERBICIDE","Black, PMS 349 C Green, PMS 285 C Blue",Canada,Herbicide
Assure II Herbicide,Assure II Herbicide,CA_Assure II_pkg txt_en_pms.eps,Never,"Canada, Assure II, herbicide, english, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Canada,Herbicide
